RANK,SYMBOL,ISIN,CLOSE,SCORE,R12_PCT,R6_PCT,VOLATILITY_PCT,VAM,AGREE,ADTV_CR,STALE_SESSIONS,FROZEN_RATE,ELIGIBLE
487,BAJAJHFL,INE377Y01014,82.78,-0.0,-27.0,-5.5,21.5,-1.2558,0.0,36.16,0,0.0,HAAN
487,ALKEM,INE540L01014,5210.0,-0.0,-3.8,-9.4,21.1,-0.1801,0.0,77.37,0,0.0,HAAN
487,ZENSARTECH,INE520A01027,460.55,-0.0,-43.2,-16.9,38.6,-1.1192,0.0,227.77,0,0.0,HAAN
487,POONAWALLA,INE511C01022,459.65,-0.0,-1.7,-1.0,37.3,-0.0456,0.0,70.75,0,0.0,HAAN
487,DALBHARAT,INE00R701025,1773.1,-0.0,-24.5,-14.0,27.2,-0.9007,0.0,53.02,0,0.0,HAAN
487,DBREALTY,INE879I01012,102.81,-0.0,-41.1,-8.0,46.3,-0.8877,0.0,3.96,0,0.0,HAAN
487,SHARDACROP,INE221J01015,778.3,-0.0,-20.5,-34.0,50.3,-0.4076,0.0,16.51,0,0.0,HAAN
487,JSL,INE220G01021,734.9,-0.0,-7.7,-9.2,31.3,-0.246,0.0,36.76,0,0.0,HAAN
487,AAVAS,INE216P01012,1258.7,-0.0,-22.9,-2.5,30.5,-0.7508,0.0,20.34,0,0.0,HAAN
487,BRITANNIA,INE216A01030,5154.0,-0.0,-7.1,-16.0,19.9,-0.3568,0.0,153.1,0,0.0,HAAN
487,MRF,INE883A01011,131880.0,-0.0,-10.1,-8.1,24.4,-0.4139,0.0,78.22,0,0.0,HAAN
487,JWL,INE209L01016,239.37,-0.0,-28.8,-13.8,43.0,-0.6698,0.0,28.81,0,0.0,HAAN
487,BANDHANBNK,INE545U01014,161.52,-0.0,-5.8,-13.2,41.5,-0.1398,0.0,227.13,0,0.0,HAAN
487,KPIGREEN,INE542W01025,304.6,-0.0,-40.3,-20.5,41.2,-0.9782,0.0,31.91,0,0.0,HAAN
487,PTC,INE877F01012,155.44,-0.0,-17.2,-5.2,35.0,-0.4914,0.0,33.26,0,0.0,HAAN
487,CIEINDIA,INE536H01010,385.0,-0.0,-3.5,-21.7,31.3,-0.1118,0.0,17.56,0,0.0,HAAN
487,INOXWIND,INE066P01011,70.59,-0.0,-50.5,-25.3,37.9,-1.3325,0.0,98.8,0,0.0,HAAN
487,EMBDL,INE069I01010,59.18,-0.0,-40.2,-12.9,39.3,-1.0229,0.0,17.51,0,0.012,HAAN
487,ELECON,INE205B01031,416.6,-0.0,-27.5,-1.6,45.1,-0.6098,0.0,26.47,0,0.0,HAAN
487,IGL,INE203G01027,147.94,-0.0,-29.8,-14.2,26.3,-1.1331,0.0,35.4,0,0.0,HAAN
487,IREDA,INE202E01016,112.55,-0.0,-23.8,-9.8,30.1,-0.7907,0.0,59.48,0,0.0,HAAN
487,VBL,INE200M01039,415.0,-0.0,-19.6,-9.9,30.0,-0.6533,0.0,300.17,0,0.0,HAAN
487,SHREECEM,INE070A01015,23680.0,-0.0,-21.1,-11.5,22.1,-0.9548,0.0,67.13,0,0.0,HAAN
487,WIPRO,INE075A01022,177.09,-0.0,-30.2,-11.9,25.4,-1.189,0.0,312.74,0,0.0,HAAN
487,PNCINFRA,INE195J01029,180.89,-0.0,-40.7,-14.5,33.3,-1.2222,0.0,14.14,0,0.0,HAAN
487,SUPREMEIND,INE195A01028,3530.6,-0.0,-23.8,-11.9,26.5,-0.8981,0.0,71.34,0,0.0,HAAN
487,INFY,INE009A01021,1140.0,-0.0,-25.6,-11.6,30.1,-0.8505,0.0,1356.09,0,0.0,HAAN
487,FORCEMOT,INE451A01017,17600.0,-0.0,-12.8,-30.9,46.7,-0.2741,0.0,176.18,0,0.0,HAAN
487,ABBOTINDIA,INE358A01014,26045.0,-0.0,-17.4,-1.2,19.7,-0.8832,0.0,28.75,0,0.0,HAAN
487,GODFRYPHLP,INE260B01028,2025.4,-0.0,-44.2,-3.0,48.9,-0.9039,0.0,79.08,0,0.0,HAAN
487,COLPAL,INE259A01022,1861.5,-0.0,-18.5,-18.9,24.4,-0.7582,0.0,79.38,0,0.0,HAAN
487,WAAREEENER,INE377N01017,2581.1,-0.0,-18.1,-5.0,37.8,-0.4788,0.0,211.42,0,0.0,HAAN
487,MGL,INE002S01010,1065.2,-0.0,-19.5,-11.5,29.9,-0.6522,0.0,30.68,0,0.0,HAAN
487,PROTEAN,INE004A01022,497.65,-0.0,-39.3,-16.8,41.6,-0.9447,0.0,15.87,0,0.0,HAAN
487,MOIL,INE490G01020,250.72,-0.0,-24.1,-18.7,39.7,-0.6071,0.0,32.94,0,0.0,HAAN
487,CESC,INE486A01021,146.44,-0.0,-10.8,-8.3,28.8,-0.375,0.0,23.24,0,0.0,HAAN
487,IDBI,INE008A01015,91.55,-0.0,-3.1,-19.5,46.7,-0.0664,0.0,155.1,0,0.0,HAAN
487,CCAVENUE,INE483S01020,15.5,-0.0,-2.7,-7.8,37.7,-0.0716,0.0,28.98,0,0.0,HAAN
487,VOLTAS,INE226A01021,1152.1,-0.0,-15.1,-25.4,30.8,-0.4903,0.0,122.27,0,0.0,HAAN
487,CENTRALBK,INE483A01010,30.37,-0.0,-14.7,-24.9,28.3,-0.5194,0.0,35.04,0,0.0,HAAN
487,ULTRACEMCO,INE481G01011,11393.0,-0.0,-9.6,-11.9,22.7,-0.4229,0.0,308.22,0,0.0,HAAN
487,SWSOLAR,INE00M201021,187.16,-0.0,-31.1,-6.8,42.8,-0.7266,0.0,46.78,0,0.0,HAAN
487,IOC,INE242A01010,137.0,-0.0,-2.1,-26.5,26.2,-0.0802,0.0,163.1,0,0.0,HAAN
487,PATELENG,INE244B01030,26.86,-0.0,-30.1,-4.0,41.8,-0.7201,0.0,21.23,0,0.0,HAAN
487,TATAPOWER,INE245A01021,364.0,-0.0,-5.0,-4.3,21.3,-0.2347,0.0,183.01,0,0.0,HAAN
487,SWIGGY,INE00H001014,267.7,-0.0,-37.1,-12.8,37.3,-0.9946,0.0,478.09,0,0.0,HAAN
487,GICRE,INE481Y01014,355.45,-0.0,-6.3,-8.6,22.5,-0.28,0.0,43.68,0,0.0,HAAN
590,KSB,INE999A01023,805.8,-0.0015,-0.1,2.9,30.6,-0.0033,0.5,14.27,0,0.0,HAAN
591,KAJARIACER,INE217B01036,1261.1,-0.0034,-0.2,31.1,28.8,-0.0069,0.5,33.18,0,0.0,HAAN
592,PREMIERENE,INE0BS701011,1000.0,-0.0058,-0.4,37.9,33.8,-0.0118,0.5,119.51,0,0.0,HAAN
593,KIMS,INE967H01025,753.65,-0.0063,-0.4,1.4,31.1,-0.0129,0.5,52.2,0,0.0,HAAN
594,OPTIEMUS,INE350C01017,571.0,-0.0087,-0.8,37.9,48.5,-0.0165,0.5,16.12,0,0.0,HAAN
595,GRSE,INE382Z01011,2495.1,-0.0105,-0.9,1.0,44.6,-0.0202,0.5,158.77,0,0.0,HAAN
596,EPL,INE255A01020,236.3,-0.0108,-0.7,8.7,33.1,-0.0211,0.5,84.82,0,0.0,HAAN
597,ICICIBANK,INE090A01021,1426.5,-0.0122,-0.5,1.5,19.1,-0.0262,0.5,1720.71,0,0.0,HAAN
598,SKIPPER,INE439E01022,537.15,-0.022,-1.7,45.6,38.9,-0.0437,0.5,39.04,0,0.0,HAAN
599,SAREGAMA,INE979A01025,477.3,-0.025,-2.1,44.7,41.2,-0.051,0.5,41.5,0,0.0,HAAN
600,JBMA,INE927D01051,621.5,-0.0277,-2.4,10.8,42.9,-0.0559,0.5,55.33,0,0.0,HAAN
601,ATGL,INE399L01023,614.95,-0.028,-2.6,19.2,46.1,-0.0564,0.5,141.3,0,0.0,HAAN
602,MMTC,INE123F01029,62.1,-0.0305,-2.7,1.3,44.4,-0.0608,0.5,50.39,0,0.0,HAAN
603,GAIL,INE129A01019,173.0,-0.0321,-1.6,1.8,25.7,-0.0623,0.5,155.6,0,0.0,HAAN
604,LLOYDSENT,INE080I01025,70.96,-0.0363,-3.7,32.2,50.9,-0.0727,0.5,37.25,0,0.0,HAAN
605,ENDURANCE,INE913H01037,2755.9,-0.0372,-2.3,4.2,30.8,-0.0747,0.5,38.68,0,0.0,HAAN
606,POLICYBZR,INE417T01026,1851.9,-0.0394,-2.6,21.5,33.4,-0.0778,0.5,305.22,0,0.0,HAAN
607,PANACEABIO,INE922B01023,382.35,-0.0473,-5.2,13.7,55.1,-0.0944,0.5,39.65,0,0.0,HAAN
608,JKPAPER,INE789E01012,395.2,-0.0487,-3.4,10.7,35.4,-0.096,0.5,21.79,0,0.0,HAAN
609,ECLERX,INE738I01010,2004.5,-0.058,-5.4,21.4,46.7,-0.1156,0.5,65.02,0,0.0,HAAN
610,UNOMINDA,INE405E01023,1236.0,-0.0581,-3.7,0.4,31.8,-0.1164,0.5,100.41,0,0.0,HAAN
610,CAMS,INE596I01020,741.85,-0.0581,-3.4,4.7,29.2,-0.1164,0.5,98.74,0,0.0,HAAN
612,TITAGARH,INE615H01020,824.95,-0.0586,-4.2,15.7,35.8,-0.1173,0.5,49.18,0,0.0,HAAN
613,LODHA,INE670K01029,1208.3,-0.0607,-4.4,19.5,36.5,-0.1205,0.5,289.73,0,0.0,HAAN
614,PRESTIGE,INE811K01011,1582.0,-0.0617,-4.1,10.7,33.0,-0.1242,0.5,115.16,0,0.0,HAAN
615,GODREJPROP,INE484J01027,1970.7,-0.0679,-4.7,9.6,35.0,-0.1343,0.5,136.04,0,0.0,HAAN
616,DEEPAKFERT,INE501A01019,1416.7,-0.069,-5.6,43.2,40.9,-0.1369,0.5,56.75,0,0.0,HAAN
617,GREAVESCOT,INE224A01026,194.2,-0.0698,-6.2,23.3,44.5,-0.1393,0.5,56.25,0,0.0,HAAN
618,KRBL,INE001B01026,424.4,-0.072,-5.8,22.3,40.5,-0.1432,0.5,24.7,0,0.0,HAAN
619,NAUKRI,INE663F01032,1343.7,-0.0734,-4.4,27.8,30.2,-0.1457,0.5,267.1,0,0.0,HAAN
620,DELHIVERY,INE148O01028,454.8,-0.0756,-4.6,2.8,30.6,-0.1503,0.5,209.0,0,0.0,HAAN
621,JUBLINGREA,INE0BY001018,683.6,-0.0761,-5.4,15.2,35.7,-0.1513,0.5,29.52,0,0.0,HAAN
622,CHOICEIN,INE102B01014,763.4,-0.0811,-5.1,2.4,31.4,-0.1624,0.5,66.06,0,0.0,HAAN
623,SENCO,INE602W01027,348.6,-0.0853,-7.2,10.3,42.0,-0.1714,0.5,66.31,0,0.0,HAAN
624,ALKYLAMINE,INE150B01039,1975.5,-0.0877,-6.9,32.5,39.5,-0.1747,0.5,25.18,0,0.0,HAAN
625,TEJASNET,INE010J01012,548.85,-0.0885,-9.9,47.9,56.2,-0.1762,0.5,241.14,0,0.0,HAAN
626,DEEPAKNTR,INE288B01029,1734.1,-0.0925,-5.3,8.8,28.4,-0.1866,0.5,53.9,0,0.0,HAAN
627,ENRIN,INE1NPP01017,3119.3,-0.1021,-7.8,6.8,38.1,-0.2047,0.5,196.4,0,0.0,HAAN
628,FIVESTAR,INE128S01021,524.85,-0.1128,-9.0,23.9,39.7,-0.2267,0.5,55.81,0,0.0,HAAN
629,SFL,INE916U01025,646.85,-0.1154,-8.9,16.9,38.7,-0.23,0.5,20.41,0,0.0,HAAN
630,CONCOR,INE111A01025,510.0,-0.1181,-6.3,2.0,26.8,-0.2351,0.5,102.18,0,0.0,HAAN
631,KIRLOSBROS,INE732A01036,1847.7,-0.1235,-9.2,16.0,37.1,-0.248,0.5,35.0,0,0.0,HAAN
632,JPPOWER,INE351F01018,16.37,-0.1261,-12.5,12.5,49.4,-0.253,0.5,101.65,0,0.0,HAAN
633,MANKIND,INE634S01028,2391.5,-0.1286,-6.5,4.9,25.2,-0.2579,0.5,102.5,0,0.0,HAAN
634,HONAUT,INE671A01010,35170.0,-0.1321,-7.8,12.5,29.7,-0.2626,0.5,20.9,0,0.0,HAAN
635,BLACKBUCK,INE0UIZ01018,581.65,-0.1346,-10.6,0.1,39.2,-0.2704,0.5,26.67,0,0.0,HAAN
636,RAINBOW,INE961O01016,1433.0,-0.1362,-6.1,18.6,22.2,-0.2748,0.5,14.49,0,0.0,HAAN
637,HOMEFIRST,INE481N01025,1196.7,-0.1374,-10.0,1.7,36.6,-0.2732,0.5,23.16,0,0.0,HAAN
638,OLAELEC,INE0LXG01040,38.98,-0.1402,-19.7,55.1,70.4,-0.2798,0.5,417.19,0,0.0,HAAN
639,BORORENEW,INE666D01022,495.75,-0.1424,-11.8,6.6,41.4,-0.285,0.5,39.63,0,0.0,HAAN
640,GODREJIND,INE233A01035,1138.8,-0.1425,-11.5,10.5,40.2,-0.2861,0.5,24.99,0,0.0,HAAN
641,CYIENT,INE136B01020,1122.2,-0.143,-9.8,21.7,34.2,-0.2865,0.5,87.65,0,0.0,HAAN
642,INDHOTEL,INE053A01029,727.7,-0.1479,-7.4,6.9,24.9,-0.2972,0.5,158.55,0,0.0,HAAN
643,AADHARHFC,INE883F01010,475.4,-0.1505,-8.1,0.0,26.9,-0.3011,0.0,24.28,0,0.0,HAAN
644,63MOONS,INE111B01023,805.1,-0.1507,-15.4,33.1,51.1,-0.3014,0.5,59.21,0,0.0,HAAN
645,BERGEPAINT,INE463A01038,488.05,-0.157,-8.7,6.3,27.7,-0.3141,0.5,28.2,0,0.0,HAAN
646,MAZDOCK,INE249Z01020,2459.0,-0.1612,-10.8,9.2,33.4,-0.3234,0.5,202.31,0,0.0,HAAN
647,AIIL,INE206F01022,507.45,-0.1674,-16.6,3.6,49.6,-0.3347,0.5,48.26,0,0.0,HAAN
648,BRIGADE,INE791I01019,640.0,-0.1727,-11.9,19.2,34.4,-0.3459,0.5,42.9,0,0.0,HAAN
649,CRISIL,INE007A01025,4701.7,-0.1759,-9.6,4.8,27.2,-0.3529,0.5,27.29,0,0.0,HAAN
650,SUDARSCHEM,INE659A01023,1245.8,-0.176,-13.9,40.5,39.5,-0.3519,0.5,43.03,0,0.0,HAAN
651,TANLA,INE483C01032,527.85,-0.179,-16.3,12.5,45.5,-0.3582,0.5,64.9,0,0.0,HAAN
652,ELECTCAST,INE086A01029,85.28,-0.1806,-16.5,22.2,45.7,-0.3611,0.5,14.87,0,0.0,HAAN
653,RAYMONDREL,INE1SY401010,506.05,-0.1837,-20.5,18.2,55.7,-0.368,0.5,40.88,0,0.0,HAAN
654,DIXON,INE935N01020,14590.0,-0.1841,-14.3,44.2,38.8,-0.3686,0.5,692.5,0,0.0,HAAN
655,CDSL,INE736A01011,1365.2,-0.1842,-11.5,5.4,31.1,-0.3698,0.5,228.89,0,0.0,HAAN
656,POLYMED,INE205C01021,1783.8,-0.1871,-15.9,41.7,42.6,-0.3732,0.5,28.81,0,0.0,HAAN
657,ARE&M,INE885A01032,871.25,-0.1881,-11.7,2.1,31.1,-0.3762,0.5,78.3,0,0.0,HAAN
658,PCBL,INE602A01031,315.3,-0.1886,-17.2,4.9,45.7,-0.3764,0.5,63.79,0,0.0,HAAN
658,IONEXCHANG,INE570A01022,382.1,-0.1886,-14.8,3.7,39.2,-0.3776,0.5,32.72,0,0.0,HAAN
660,SUMICHEM,INE258G01013,505.15,-0.1966,-14.0,24.8,35.5,-0.3944,0.5,52.26,0,0.0,HAAN
661,CONCORDBIO,INE338H01029,1444.8,-0.2017,-15.9,15.4,39.5,-0.4025,0.5,26.9,0,0.0,HAAN
662,LTM,INE214T01019,4588.0,-0.2021,-13.3,1.9,33.0,-0.403,0.5,196.84,0,0.0,HAAN
663,BECTORFOOD,INE495P01020,228.31,-0.2026,-16.5,7.7,40.7,-0.4054,0.5,117.2,0,0.0,HAAN
664,ARVINDFASN,INE955V01021,461.15,-0.2034,-13.7,5.7,33.8,-0.4053,0.5,13.05,0,0.0,HAAN
665,JUSTDIAL,INE599M01018,697.85,-0.2106,-16.0,20.7,38.0,-0.4211,0.5,138.03,0,0.0,HAAN
666,ONESOURCE,INE013P01021,1544.4,-0.2114,-18.0,16.8,42.6,-0.4225,0.5,37.65,0,0.0,HAAN
667,DLF,INE271C01023,673.55,-0.2168,-12.8,10.3,29.4,-0.4354,0.5,263.39,0,0.0,HAAN
668,BLUEJET,INE0KBH01020,580.35,-0.2201,-21.2,45.8,48.2,-0.4398,0.5,54.93,0,0.0,HAAN
669,PRAJIND,INE074A01025,334.5,-0.2274,-18.2,7.9,40.1,-0.4539,0.5,33.49,0,0.0,HAAN
670,CHALET,INE427F01016,897.95,-0.2305,-13.1,8.9,28.3,-0.4629,0.5,15.06,0,0.0,HAAN
671,TEXRAIL,INE621L01012,113.65,-0.2377,-20.1,7.6,42.4,-0.4741,0.5,24.27,0,0.0,HAAN
672,WAAREERTL,INE299N01021,853.25,-0.2382,-18.3,1.4,38.5,-0.4753,0.5,18.95,0,0.0,HAAN
673,DEVYANI,INE872J01023,138.07,-0.2384,-18.4,7.1,38.7,-0.4755,0.5,60.8,0,0.0,HAAN
674,MPHASIS,INE356A01018,2480.0,-0.2481,-15.0,9.7,30.2,-0.4967,0.5,134.22,0,0.0,HAAN
675,LXCHEM,INE576O01020,169.55,-0.2508,-21.4,29.7,42.7,-0.5012,0.5,25.83,0,0.0,HAAN
676,REFEX,INE056I01025,277.45,-0.2554,-27.0,22.6,52.8,-0.5114,0.5,21.99,0,0.0,HAAN
677,FACT,INE188A01015,804.3,-0.2588,-20.8,8.9,40.2,-0.5174,0.5,90.34,0,0.0,HAAN
678,OLECTRA,INE260D01016,1238.9,-0.262,-22.6,22.7,43.1,-0.5244,0.5,89.14,0,0.0,HAAN
679,INDIGO,INE646L01027,5020.0,-0.2643,-17.9,1.8,33.9,-0.528,0.5,495.83,0,0.0,HAAN
680,SONATSOFTW,INE269A01021,289.3,-0.267,-24.1,6.8,45.2,-0.5332,0.5,92.71,0,0.0,HAAN
681,EMSLIMITED,INE0OV601013,386.8,-0.2687,-29.2,31.4,54.4,-0.5368,0.5,55.68,0,0.0,HAAN
682,ZEEL,INE256A01028,90.57,-0.2732,-24.8,3.6,45.3,-0.5475,0.5,430.37,0,0.0,HAAN
683,LTTS,INE010V01017,3505.0,-0.2768,-19.9,5.7,36.0,-0.5528,0.5,53.35,0,0.0,HAAN
684,CIPLA,INE059A01026,1412.8,-0.2829,-11.8,4.0,20.8,-0.5673,0.5,178.93,0,0.0,HAAN
685,JUBLPHARMA,INE700A01033,900.3,-0.2853,-16.4,2.0,28.8,-0.5694,0.5,18.62,0,0.0,HAAN
686,FSL,INE684F01012,270.4,-0.2863,-27.3,23.1,47.7,-0.5723,0.5,82.93,0,0.0,HAAN
687,GANECOS,INE845D01014,1004.4,-0.2874,-27.8,28.3,48.4,-0.5744,0.5,17.42,0,0.0,HAAN
688,PCJEWELLER,INE785M01021,10.18,-0.2878,-25.7,1.5,44.7,-0.5749,0.5,259.95,0,0.0,HAAN
689,BAJAJHLDNG,INE118A01012,11100.0,-0.2898,-16.3,1.4,28.2,-0.578,0.5,55.62,0,0.0,HAAN
690,EIEL,INE0LLY01014,192.36,-0.2947,-27.5,20.2,46.7,-0.5889,0.5,51.0,0,0.0,HAAN
691,TIMETECHNO,INE508G01029,188.02,-0.2997,-21.9,0.2,36.5,-0.6,0.5,72.08,0,0.0,HAAN
692,MANINFRA,INE949H01023,123.27,-0.3152,-24.7,14.2,39.1,-0.6317,0.5,23.76,0,0.0,HAAN
693,POWERMECH,INE211R01019,2440.0,-0.3155,-24.2,15.3,38.4,-0.6302,0.5,24.77,0,0.0,HAAN
694,TRENT,INE849A01020,2852.3,-0.3162,-21.1,11.0,33.4,-0.6317,0.5,420.23,0,0.0,HAAN
695,SUZLON,INE040H01021,45.46,-0.3247,-20.8,5.1,32.1,-0.648,0.5,354.04,0,0.0,HAAN
696,AFFLE,INE00WC01027,1517.9,-0.3254,-21.6,14.2,33.2,-0.6506,0.5,50.65,0,0.0,HAAN
697,SAPPHIRE,INE806T01020,228.21,-0.335,-30.1,9.8,45.0,-0.6689,0.5,42.79,0,0.0,HAAN
698,SAKSOFT,INE667G01023,150.38,-0.3395,-32.6,3.8,48.0,-0.6792,0.5,117.54,0,0.0,HAAN
699,PARADEEP,INE088F01024,156.19,-0.3524,-30.6,30.7,43.4,-0.7051,0.5,119.28,0,0.0,HAAN
700,ABREL,INE055A01016,1331.1,-0.3604,-27.9,3.1,38.7,-0.7209,0.5,27.29,0,0.0,HAAN
701,WEBELSOLAR,INE855C01023,73.86,-0.3721,-42.9,30.1,57.6,-0.7448,0.5,19.52,0,0.0,HAAN
702,APTUS,INE852O01025,254.28,-0.3789,-24.6,3.5,32.5,-0.7569,0.5,31.26,0,0.0,HAAN
703,MASTEK,INE759A01021,1763.0,-0.3897,-32.2,11.1,41.3,-0.7797,0.5,35.04,0,0.0,HAAN
704,CLEAN,INE227W01023,863.15,-0.4074,-26.2,19.5,32.1,-0.8162,0.5,33.38,0,0.0,HAAN
705,NEWGEN,INE619B01017,519.3,-0.4165,-43.6,0.3,52.3,-0.8337,0.5,157.31,0,0.0,HAAN
706,ELLEN,INE236E01022,313.3,-0.423,-40.7,33.3,48.2,-0.8444,0.5,15.23,0,0.0,HAAN
707,HEXT,INE093A01041,543.6,-0.4282,-34.1,15.0,39.9,-0.8546,0.5,54.4,0,0.0,HAAN
708,AWL,INE699H01024,191.25,-0.4679,-26.3,1.0,28.1,-0.9359,0.5,71.3,0,0.0,HAAN
709,THOMASCOOK,INE332A01027,106.09,-0.4704,-39.9,1.1,42.4,-0.941,0.5,39.98,0,0.0,HAAN
710,PAGEIND,INE761H01022,36200.0,-0.4726,-22.7,12.2,24.1,-0.9419,0.5,127.63,0,0.0,HAAN
711,COHANCE,INE03QK01018,458.3,-0.4917,-49.0,48.6,49.8,-0.9839,0.5,62.67,0,0.0,HAAN
712,MCLOUD,INE613C01026,26.28,-0.4988,-68.6,3.9,68.8,-0.9971,0.5,26.29,0,0.0,HAAN
,BALUFORGE,INE011E01029,578.4,-0.1322,-13.3,18.2,50.3,-0.2644,0.5,71.42,49,0.0,NAHI
,MARINE,INE01JE01028,431.5,1.7261,92.8,125.6,53.8,1.7249,1.0,33.24,49,0.0,NAHI
,ASIANTILES,INE022I01019,50.16,-0.0,-26.5,-31.3,49.5,-0.5354,0.0,51.3,46,0.0,NAHI
,ATALREAL,INE0ALR01029,25.53,0.61,29.1,0.3,47.7,0.6101,1.0,32.48,48,0.0,NAHI
,SETL,INE0M4D01010,374.95,2.4373,119.5,205.5,49.0,2.4388,1.0,35.34,49,0.0,NAHI
,BLSE,INE0NLT01010,322.85,1.2478,55.5,107.2,44.4,1.25,1.0,23.41,49,0.0,NAHI
,UNIMECH,INE0U3I01011,1451.9,0.1597,8.4,61.5,52.5,0.16,1.0,26.43,49,0.0,NAHI
,KERNEX,INE202H01019,1736.4,0.5327,34.0,60.5,63.8,0.5329,1.0,67.65,49,0.0,NAHI
,RAMCOSYS,INE246B01019,579.0,0.5891,37.3,28.1,63.3,0.5893,1.0,168.04,49,0.008,NAHI
,NACLIND,INE295D01020,167.4,-0.0667,-6.7,26.6,50.0,-0.134,0.5,37.75,84,0.008,NAHI
,SUVEN,INE495B01038,372.85,0.8719,50.1,153.2,57.4,0.8728,1.0,44.01,49,0.0,NAHI
,HCC,INE549A01026,23.08,-0.268,-30.4,29.5,56.7,-0.5362,0.5,87.49,49,0.0,NAHI
,RPOWER,INE614G01033,22.05,-0.0,-67.1,-12.6,58.2,-1.1529,0.0,78.67,49,0.0,NAHI
,BBOX,INE676A01027,725.2,0.8651,40.1,33.1,46.4,0.8642,1.0,39.22,49,0.0,NAHI
,WALCHANNAG,INE711A01022,206.09,-0.1262,-15.1,16.6,59.7,-0.2529,0.5,40.85,49,0.0,NAHI
,SHILPAMED,INE790G01031,928.55,2.0356,88.8,173.3,43.6,2.0367,1.0,131.12,49,0.0,NAHI
,INDSWFTLAB,INE915B01019,366.85,4.6022,247.3,145.6,53.7,4.6052,1.0,37.42,31,0.0,NAHI
