RANK,SYMBOL,ISIN,CLOSE,SCORE,R12_PCT,R6_PCT,VOLATILITY_PCT,VAM,AGREE,ADTV_CR,STALE_SESSIONS,FROZEN_RATE,ELIGIBLE
1,CUPID,INE509F01029,280.7,12.3451,717.2,239.2,58.1,12.3442,1.0,760.96,0,0.0,HAAN
2,ATHERENERG,INE0LEZ01016,1686.1,6.16,303.7,140.8,49.3,6.1602,1.0,646.21,0,0.0,HAAN
3,SBC,INE04AK01028,42.81,4.9635,123.7,33.0,24.9,4.9679,1.0,43.24,0,0.0,HAAN
4,SANSERA,INE953O01021,3810.6,4.9027,196.2,66.5,40.0,4.905,1.0,88.78,0,0.0,HAAN
5,WELCORP,INE191B01025,2523.5,4.7118,184.1,205.9,39.1,4.7084,1.0,311.38,0,0.0,HAAN
6,RPTECH,INE0J1F01024,806.1,4.2518,182.7,118.8,43.0,4.2488,1.0,106.49,0,0.0,HAAN
7,CPPLUS,INE819V01029,3721.4,4.2221,182.0,131.1,43.1,4.2227,1.0,89.86,0,0.0,HAAN
8,HAPPYFORGE,INE330T01021,2345.9,4.2187,148.6,74.5,35.2,4.2216,1.0,21.53,0,0.0,HAAN
9,HFCL,INE548A01028,226.27,4.1827,204.8,225.1,49.0,4.1796,1.0,510.91,0,0.016,HAAN
10,RPEL,INE912T01018,1774.6,4.0705,198.1,147.8,48.7,4.0678,1.0,14.35,0,0.0,HAAN
11,LAURUSLABS,INE947Q01028,1864.0,3.898,113.5,70.6,29.1,3.9003,1.0,465.27,0,0.0,HAAN
12,AEROFLEX,INE024001021,540.75,3.4775,201.0,135.8,57.8,3.4775,1.0,80.17,0,0.0,HAAN
13,KMEW,INE0CJD01029,2951.6,3.4753,209.1,81.0,60.2,3.4734,1.0,29.54,0,0.0,HAAN
14,FEDERALBNK,INE171A01029,353.35,3.1756,81.2,18.0,25.6,3.1719,1.0,228.4,0,0.0,HAAN
15,AETHER,INE0BWX01014,1646.4,3.0699,117.3,71.3,38.2,3.0707,1.0,56.49,0,0.0,HAAN
16,RRKABEL,INE777K01022,2630.4,3.06,116.1,73.1,38.0,3.0553,1.0,158.54,0,0.0,HAAN
17,TMB,INE668A01016,906.6,3.0372,113.1,31.4,37.2,3.0403,1.0,32.11,0,0.0,HAAN
18,SKYGOLD,INE01IU01018,753.1,2.9904,144.0,109.1,48.2,2.9876,1.0,82.45,0,0.0,HAAN
19,PRECWIRE,INE372C01037,483.1,2.9714,173.3,57.4,58.3,2.9726,1.0,30.33,0,0.0,HAAN
20,AVALON,INE0LCL01028,2189.6,2.9346,153.9,113.7,52.5,2.9314,1.0,81.36,0,0.0,HAAN
21,GRWRHITECH,INE291A01017,7202.5,2.9047,153.8,75.4,53.0,2.9019,1.0,48.0,0,0.0,HAAN
22,PAISALO,INE420C01059,66.52,2.8203,119.5,83.5,42.4,2.8184,1.0,98.56,0,0.0,HAAN
23,TFCILTD,INE305A01023,146.14,2.8186,140.6,103.7,49.9,2.8176,1.0,124.99,0,0.0,HAAN
24,UNIPARTS,INE244O01017,886.35,2.8124,117.3,90.2,41.7,2.8129,1.0,14.42,0,0.0,HAAN
25,GRANULES,INE101D01020,831.75,2.7936,80.5,40.7,28.8,2.7951,1.0,80.28,0,0.0,HAAN
26,MCX,INE745G01043,3286.0,2.7572,105.3,33.6,38.2,2.7565,1.0,793.18,0,0.0,HAAN
27,KTKBANK,INE614B01018,330.35,2.7412,92.1,60.5,33.6,2.7411,1.0,77.14,0,0.0,HAAN
28,ACUTAAS,INE00FF01025,3134.9,2.722,119.3,43.5,43.8,2.7237,1.0,129.08,0,0.0,HAAN
29,BHEL,INE257A01026,427.5,2.6938,97.5,61.4,36.2,2.6934,1.0,495.9,0,0.0,HAAN
30,KIRLOSENG,INE146L01010,2160.9,2.6791,121.2,54.8,45.3,2.6755,1.0,179.8,0,0.0,HAAN
31,STYLAMIND,INE239C01020,3264.8,2.6596,93.3,47.2,35.1,2.6581,1.0,27.93,0,0.0,HAAN
32,BHARATFORG,INE465A01025,2031.8,2.656,78.3,6.3,29.5,2.6542,1.0,244.69,0,0.0,HAAN
33,ANANDRATHI,INE463V01026,2198.3,2.6219,56.8,43.1,21.7,2.6175,1.0,76.68,0,0.0,HAAN
34,SENORES,INE0RB801010,1449.5,2.5458,101.9,87.1,40.0,2.5475,1.0,42.8,0,0.0,HAAN
35,MOREPENLAB,INE083A01026,111.97,2.5074,132.2,150.8,52.7,2.5085,1.0,158.38,0,0.0,HAAN
36,ARVIND,INE034A01011,574.05,2.4619,96.2,62.5,39.1,2.4604,1.0,44.18,0,0.0,HAAN
37,WHEELS,INE715A01015,1544.3,2.4372,106.4,70.7,43.6,2.4404,1.0,22.06,0,0.0,HAAN
38,YASHO,INE616Z01012,4129.5,2.4099,139.8,175.8,58.0,2.4103,1.0,22.33,0,0.0,HAAN
39,APARINDS,INE372A01015,16813.0,2.3902,107.7,55.6,45.1,2.388,1.0,258.35,0,0.0,HAAN
40,THANGAMAYL,INE085J01014,5238.0,2.382,140.1,34.0,58.8,2.3827,1.0,140.8,0,0.0,HAAN
41,SONACOMS,INE073K01018,782.65,2.376,73.5,43.5,30.9,2.3786,1.0,171.1,0,0.0,HAAN
42,BAJAJCON,INE933K01021,484.55,2.3326,112.0,20.3,48.0,2.3333,1.0,51.45,0,0.0,HAAN
43,CHENNPETRO,INE178A01016,1414.0,2.2887,114.0,54.3,49.8,2.2892,1.0,239.67,0,0.0,HAAN
44,NATIONALUM,INE139A01034,370.0,2.2532,94.3,2.4,41.9,2.2506,1.0,341.47,0,0.0,HAAN
45,PARAS,INE045601023,1413.1,2.2084,110.1,121.8,49.9,2.2064,1.0,402.93,0,0.0,HAAN
46,SAILIFE,INE570L01029,1587.0,2.1946,75.0,64.5,34.2,2.193,1.0,73.14,0,0.0,HAAN
47,CYIENTDLM,INE055S01018,854.75,2.1784,93.9,173.5,43.1,2.1787,1.0,52.78,0,0.0,HAAN
48,SYRMA,INE0DYJ01015,1434.0,2.1681,91.3,72.0,42.1,2.1686,1.0,183.7,0,0.0,HAAN
49,SJS,INE284S01014,2403.8,2.1623,78.5,32.1,36.3,2.1625,1.0,29.31,0,0.0,HAAN
50,DCBBANK,INE503A01015,222.34,2.1453,81.9,18.3,38.2,2.144,1.0,36.11,0,0.0,HAAN
51,INOXINDIA,INE616N01034,2099.4,2.1116,83.1,82.6,39.3,2.1145,1.0,90.99,0,0.0,HAAN
52,UNIVCABLES,INE279A01012,1628.0,2.1112,120.4,137.6,57.0,2.1123,1.0,29.91,0,0.0,HAAN
53,MOTHERSON,INE775A01035,163.3,2.1047,71.9,20.7,34.2,2.1023,1.0,296.08,0,0.0,HAAN
54,MARKSANS,INE750C01026,332.5,2.0962,87.0,88.1,41.5,2.0964,1.0,101.3,0,0.0,HAAN
55,AUROPHARMA,INE406A01037,1648.2,2.0751,54.4,35.0,26.2,2.0763,1.0,179.42,0,0.0,HAAN
56,IDEA,INE669E01016,14.53,2.019,96.4,33.9,47.7,2.021,1.0,618.59,0,0.0,HAAN
57,SHRIPISTON,INE526E01018,4600.4,2.0136,76.5,46.2,38.0,2.0132,1.0,31.13,0,0.0,HAAN
58,DIVISLAB,INE361B01024,9220.0,2.0108,47.6,42.4,23.6,2.0169,1.0,352.09,0,0.0,HAAN
59,NETWEB,INE0NT901020,5110.0,2.0033,115.4,38.2,57.6,2.0035,1.0,825.52,0,0.0,HAAN
60,TBZ,INE760L01018,418.25,2.0003,119.7,183.1,59.8,2.0017,1.0,78.32,0,0.0,HAAN
61,NAVINFLUOR,INE048G01026,8542.5,1.9728,70.9,31.7,35.9,1.9749,1.0,162.33,0,0.0,HAAN
62,IOLCP,INE485C01029,188.38,1.9262,98.9,154.5,51.4,1.9241,1.0,78.52,0,0.0,HAAN
63,SBCL,INE386D01027,1050.9,1.9226,99.9,128.7,51.9,1.9249,1.0,61.29,0,0.0,HAAN
64,AKUMS,INE09XN01023,770.25,1.8934,61.0,59.7,32.2,1.8944,1.0,27.31,0,0.0,HAAN
65,PRICOLLTD,INE726V01018,767.75,1.8761,72.2,24.3,38.5,1.8753,1.0,40.1,0,0.0,HAAN
66,AZAD,INE02IJ01035,2785.8,1.8681,77.7,60.9,41.6,1.8678,1.0,149.8,0,0.0,HAAN
67,HONASA,INE0J5401028,469.95,1.8489,57.0,52.9,30.8,1.8506,1.0,82.42,0,0.0,HAAN
68,ADANIENSOL,INE931S01010,1396.6,1.8452,73.3,36.4,39.7,1.8463,1.0,491.74,0,0.0,HAAN
69,SGFIN,INE618R01015,674.6,1.8434,76.5,73.3,41.5,1.8434,1.0,32.53,0,0.0,HAAN
70,SOTL,INE035D01020,752.6,1.8071,85.1,101.2,47.1,1.8068,1.0,56.19,0,0.0,HAAN
71,NEULANDLAB,INE794A01010,22960.0,1.7997,69.7,73.9,38.7,1.801,1.0,132.29,0,0.0,HAAN
72,BELRISE,INE894V01022,234.31,1.7744,64.5,26.4,36.3,1.7769,1.0,119.06,0,0.0,HAAN
73,PFOCUS,INE367G01038,280.35,1.7543,84.8,5.2,48.3,1.7557,1.0,15.46,0,0.0,HAAN
74,GAEL,INE036B01030,170.8,1.752,63.2,18.2,36.1,1.7507,1.0,23.44,0,0.0,HAAN
75,RBLBANK,INE976G01028,389.4,1.7089,51.6,19.1,30.2,1.7086,1.0,184.22,0,0.0,HAAN
76,CRAFTSMAN,INE00LO01017,10999.0,1.7045,60.8,41.8,35.7,1.7031,1.0,68.3,0,0.0,HAAN
77,NYKAA,INE388Y01029,337.4,1.7026,47.0,26.1,27.6,1.7029,1.0,230.63,0,0.0,HAAN
78,SAIL,INE114A01011,196.5,1.697,60.0,18.7,35.3,1.6997,1.0,343.87,0,0.0,HAAN
79,DYNAMATECH,INE221B01012,11425.0,1.6905,76.9,12.8,45.5,1.6901,1.0,16.46,0,0.0,HAAN
80,TITAN,INE280A01028,5074.0,1.688,39.0,16.8,23.1,1.6883,1.0,402.71,0,0.0,HAAN
81,PTCIL,INE596F01018,22715.0,1.6858,59.6,26.6,35.4,1.6836,1.0,53.49,0,0.0,HAAN
82,BAJAJ-AUTO,INE917I01010,12130.0,1.6857,38.6,20.0,22.9,1.6856,1.0,393.82,0,0.0,HAAN
83,TORNTPHARM,INE685A01028,5012.0,1.685,36.4,13.9,21.6,1.6852,1.0,282.49,0,0.0,HAAN
84,ADANIPOWER,INE814H01029,207.7,1.6797,71.4,47.0,42.5,1.68,1.0,562.61,0,0.0,HAAN
85,FCL,INE045J01034,49.19,1.657,95.6,107.0,57.7,1.6568,1.0,58.83,0,0.0,HAAN
86,RISHABH,INE0N2P01017,746.0,1.6506,77.1,74.1,46.7,1.651,1.0,19.59,0,0.0,HAAN
87,RADICO,INE944F01028,4476.2,1.6499,53.7,65.7,32.5,1.6523,1.0,160.38,0,0.0,HAAN
88,SSWL,INE802C01033,349.7,1.6468,65.7,63.9,39.9,1.6466,1.0,48.66,0,0.0,HAAN
89,MANINDS,INE993A01026,744.85,1.6248,88.8,65.4,54.7,1.6234,1.0,47.87,0,0.0,HAAN
90,IFCI,INE039A01010,98.32,1.6194,83.8,63.4,51.8,1.6178,1.0,488.72,0,0.0,HAAN
91,KARURVYSYA,INE036D01028,346.6,1.6149,57.6,3.1,35.7,1.6134,1.0,127.51,0,0.0,HAAN
92,WELSPUNLIV,INE192B01031,200.01,1.5816,71.5,58.2,45.2,1.5819,1.0,92.57,0,0.0,HAAN
93,GNA,INE934S01014,532.4,1.5694,70.9,26.3,45.2,1.5686,1.0,32.04,0,0.0,HAAN
94,GANDHAR,INE717W01049,265.95,1.565,75.6,90.3,48.3,1.5652,1.0,74.4,0,0.0,HAAN
95,DATAPATTNS,INE0IX101010,4516.7,1.5606,76.6,39.2,49.1,1.5601,1.0,488.82,0,0.0,HAAN
96,WELENT,INE625G01013,741.7,1.559,55.9,50.8,35.9,1.5571,1.0,28.73,0,0.0,HAAN
98,ABB,INE117A01022,7447.5,1.5546,46.0,21.4,29.6,1.5541,1.0,231.25,0,0.0,HAAN
98,MUFIN,INE08KJ01020,134.65,1.5546,57.4,16.8,37.0,1.5514,1.0,14.88,0,0.0,HAAN
99,AEGISLOG,INE208C01025,1241.8,1.5439,71.2,77.7,46.1,1.5445,1.0,332.24,0,0.0,HAAN
100,RATEGAIN,INE0CLI01024,875.35,1.5157,66.0,70.8,43.6,1.5138,1.0,47.94,0,0.0,HAAN
101,PGIL,INE940H01022,2361.6,1.5115,74.5,52.0,49.3,1.5112,1.0,36.82,0,0.0,HAAN
102,POWERINDIA,INE07Y701011,32200.0,1.5011,65.6,26.8,43.7,1.5011,1.0,476.63,0,0.0,HAAN
103,AUBANK,INE949L01017,1077.9,1.4944,43.8,10.8,29.3,1.4949,1.0,193.85,0,0.0,HAAN
104,GLAND,INE068V01023,2868.4,1.4869,47.8,54.1,32.1,1.4891,1.0,185.07,0,0.0,HAAN
105,MAHABANK,INE457A01014,82.4,1.4832,51.7,8.9,34.8,1.4856,1.0,138.31,0,0.0,HAAN
106,VINDHYATEL,INE707A01012,2737.1,1.4568,82.1,164.3,56.4,1.4557,1.0,18.38,0,0.0,HAAN
107,HINDALCO,INE038A01020,1009.7,1.4509,41.0,7.3,28.3,1.4488,1.0,537.03,0,0.0,HAAN
108,QPOWER,INE0SII01026,1455.6,1.4387,77.0,61.3,53.5,1.4393,1.0,12.09,0,0.015,HAAN
109,VIJAYA,INE043W01024,1481.1,1.4262,45.0,50.3,31.6,1.4241,1.0,35.61,0,0.0,HAAN
110,VADILALIND,INE694D01016,7559.5,1.4213,53.5,53.9,37.6,1.4229,1.0,19.34,0,0.0,HAAN
111,VARROC,INE665L01035,824.4,1.4115,50.1,50.0,35.5,1.4113,1.0,38.86,0,0.0,HAAN
112,ASTRAMICRO,INE386C01029,1641.8,1.3985,58.1,65.6,41.5,1.4,1.0,123.1,0,0.0,HAAN
113,LUMAXTECH,INE872H01027,1986.5,1.3984,74.4,13.6,53.2,1.3985,1.0,47.18,0,0.0,HAAN
114,NRBBEARING,INE349A01021,453.55,1.3946,54.0,65.6,38.7,1.3953,1.0,38.89,0,0.0,HAAN
115,KRN,INE0Q3J01015,1534.8,1.3833,63.0,53.9,45.6,1.3816,1.0,11.96,0,0.029,HAAN
116,EBGNG,INE18JU01028,641.8,1.3432,70.3,71.1,52.3,1.3442,1.0,45.02,0,0.0,HAAN
117,PNBHOUSING,INE572E01012,1141.0,1.3361,42.7,34.6,31.9,1.3386,1.0,102.79,0,0.0,HAAN
118,ICIL,INE483B01026,447.15,1.3324,79.8,64.7,59.9,1.3322,1.0,56.31,0,0.0,HAAN
119,JAYNECOIND,INE854B01010,98.19,1.3198,64.1,25.5,48.6,1.3189,1.0,42.35,0,0.0,HAAN
120,IPCALAB,INE571A01038,1956.5,1.3053,39.8,28.5,30.5,1.3049,1.0,71.6,0,0.0,HAAN
121,CUB,INE491A01021,230.61,1.2993,50.2,5.8,38.7,1.2972,1.0,71.95,0,0.0,HAAN
122,SOUTHBANK,INE683A01023,45.74,1.293,53.8,9.6,41.6,1.2933,1.0,69.63,0,0.0,HAAN
123,MSTCLTD,INE255X01014,711.75,1.2888,60.3,57.5,46.8,1.2885,1.0,77.75,0,0.0,HAAN
124,AJANTPHARM,INE031B01049,3481.7,1.2887,32.8,16.9,25.4,1.2913,1.0,39.32,0,0.0,HAAN
125,LTF,INE498L01015,312.8,1.2721,43.7,4.3,34.3,1.2741,1.0,187.62,0,0.0,HAAN
126,SOLARINDS,INE343H01029,20600.0,1.257,40.6,49.8,32.3,1.257,1.0,257.36,0,0.0,HAAN
127,ABCAPITAL,INE674K01013,397.05,1.2385,39.2,11.5,31.7,1.2366,1.0,154.57,0,0.0,HAAN
128,CEIGALL,INE0AG901020,340.6,1.2351,37.6,18.7,30.4,1.2368,1.0,18.35,0,0.0,HAAN
129,GVT&D,INE200A01026,4240.0,1.2315,53.8,9.7,43.7,1.2311,1.0,462.15,0,0.0,HAAN
130,ENTERO,INE010601016,1797.4,1.2057,46.7,69.3,38.7,1.2067,1.0,32.44,0,0.0,HAAN
131,VTL,INE825A01020,587.45,1.2028,42.1,6.9,35.0,1.2029,1.0,45.18,0,0.0,HAAN
132,DREDGECORP,INE506A01018,1060.9,1.2021,72.9,9.6,60.7,1.201,1.0,23.33,0,0.0,HAAN
133,THELEELA,INE0AQ201015,569.9,1.194,36.5,29.2,30.6,1.1928,1.0,29.38,0,0.0,HAAN
134,FLUOROCHEM,INE09N301011,4727.7,1.1913,37.2,37.1,31.2,1.1923,1.0,79.03,0,0.0,HAAN
135,MINDACORP,INE842C01021,707.85,1.1892,38.0,23.7,32.0,1.1875,1.0,36.16,0,0.0,HAAN
136,CEMPRO,INE686A01026,1235.8,1.1829,61.7,109.2,52.1,1.1843,1.0,79.68,0,0.0,HAAN
137,HSCL,INE019C01026,659.6,1.1754,41.5,36.5,35.3,1.1756,1.0,783.32,0,0.0,HAAN
138,UJJIVANSFB,INE551W01018,63.64,1.1709,45.5,3.3,38.8,1.1727,1.0,122.78,0,0.0,HAAN
139,NESTLEIND,INE239A01024,1425.0,1.1694,23.6,8.1,20.2,1.1683,1.0,291.72,0,0.0,HAAN
140,OFSS,INE881D01027,12158.0,1.1681,38.9,77.3,33.3,1.1682,1.0,361.31,0,0.0,HAAN
141,AIAENG,INE212H01026,4159.7,1.1583,34.6,6.1,29.9,1.1572,1.0,36.68,0,0.0,HAAN
142,CONFIPET,INE552D01024,82.55,1.156,68.2,159.3,59.0,1.1559,1.0,25.02,0,0.0,HAAN
143,STARHEALTH,INE575P01011,562.95,1.1539,26.9,18.8,23.3,1.1545,1.0,36.24,0,0.0,HAAN
144,ROSSTECH,INE0OJW01016,1134.0,1.1413,68.7,56.5,60.2,1.1412,1.0,26.1,0,0.0,HAAN
145,IDEAFORGE,INE349Y01013,769.75,1.1258,56.5,81.3,50.2,1.1255,1.0,12.13,0,0.0,HAAN
146,VIYASH,INE807F01027,259.1,1.1206,48.2,14.9,43.0,1.1209,1.0,120.33,0,0.0,HAAN
147,CUMMINSIND,INE298A01020,5088.5,1.119,31.1,2.5,27.8,1.1187,1.0,253.18,0,0.0,HAAN
148,JINDALSAW,INE324A01032,309.15,1.1157,50.6,64.4,45.3,1.117,1.0,61.58,0,0.0,HAAN
149,EQUITASBNK,INE063P01018,73.45,1.1146,37.8,11.2,33.9,1.115,1.0,28.69,0,0.0,HAAN
150,PRIVISCL,INE959A01019,3335.3,1.1131,38.9,11.3,34.9,1.1146,1.0,26.58,0,0.0,HAAN
151,ANTELOPUS,INE818A01017,951.15,1.1069,72.1,85.8,65.1,1.1075,1.0,30.28,0,0.008,HAAN
152,QUESS,INE615P01015,379.25,1.0981,39.5,95.3,36.0,1.0972,1.0,39.15,0,0.0,HAAN
153,HINDCOPPER,INE531E01026,520.95,1.0947,120.6,-10.8,55.1,2.1887,0.5,440.95,0,0.0,HAAN
154,HEG,INE545A01024,706.4,1.0869,43.9,21.1,40.4,1.0866,1.0,117.54,0,0.0,HAAN
155,CGCL,INE180C01042,256.6,1.0514,35.5,52.9,33.8,1.0503,1.0,127.44,0,0.0,HAAN
156,TVSMOTOR,INE494B01023,4200.0,1.0244,27.9,6.2,27.2,1.0257,1.0,461.87,0,0.0,HAAN
157,FINCABLES,INE235A01022,1191.2,1.0214,41.9,36.4,41.1,1.0195,1.0,113.08,0,0.0,HAAN
158,ENGINERSIN,INE510A01028,276.6,1.0212,42.8,23.1,41.9,1.0215,1.0,95.35,0,0.0,HAAN
159,BSE,INE118H01025,3168.0,1.0161,38.3,13.1,37.7,1.0159,1.0,1323.44,0,0.0,HAAN
160,NAM-INDIA,INE298J01013,1171.5,1.0142,38.9,24.1,38.4,1.013,1.0,123.21,0,0.0,HAAN
161,REDINGTON,INE891D01026,363.2,1.0079,49.2,48.5,48.8,1.0082,1.0,225.34,0,0.0,HAAN
162,BALAMINES,INE050E01027,2390.1,1.0056,53.7,119.6,53.4,1.0056,1.0,65.32,0,0.0,HAAN
163,IMFA,INE919H01018,1289.1,1.0037,50.2,1.1,50.0,1.004,1.0,20.71,0,0.0,HAAN
164,JSWSTEEL,INE019A01038,1306.0,1.0004,23.5,2.0,23.5,1.0,1.0,208.99,0,0.0,HAAN
165,SPAL,INE212I01016,1072.4,0.9938,48.5,54.5,48.8,0.9939,1.0,31.53,0,0.0,HAAN
166,J&KBANK,INE168A01041,144.44,0.9933,40.4,19.1,40.6,0.9951,1.0,80.02,0,0.0,HAAN
167,HIRECT,INE835D01023,1218.5,0.9915,52.0,73.5,52.5,0.9905,1.0,22.47,0,0.0,HAAN
168,NEOGEN,INE136S01016,2136.4,0.9854,48.3,47.2,49.0,0.9857,1.0,35.21,0,0.0,HAAN
169,YATHARTH,INE0JO301016,966.5,0.984,36.8,38.5,37.4,0.984,1.0,30.92,0,0.0,HAAN
170,SANDHAR,INE278H01035,633.75,0.9777,42.8,26.8,43.7,0.9794,1.0,20.65,0,0.0,HAAN
171,LLOYDSME,INE281B01032,1813.0,0.9711,35.2,43.4,36.3,0.9697,1.0,96.83,0,0.0,HAAN
172,NUVAMA,INE531F01023,1841.0,0.965,34.2,43.7,35.5,0.9634,1.0,87.77,0,0.0,HAAN
173,IIFL,INE530B01024,633.25,0.9643,38.1,25.4,39.5,0.9646,1.0,135.23,0,0.0,HAAN
174,SHRIRAMFIN,INE721A01047,1047.0,0.9635,68.6,-5.2,35.6,1.927,0.5,540.45,0,0.0,HAAN
175,GLENMARK,INE935A01035,2460.0,0.9519,25.8,15.8,27.1,0.952,1.0,126.36,0,0.0,HAAN
176,SHAILY,INE151G01028,3172.5,0.9488,47.9,59.4,50.4,0.9504,1.0,75.49,0,0.0,HAAN
177,APOLLO,INE713T01028,382.65,0.9397,52.6,54.1,56.0,0.9393,1.0,441.62,0,0.0,HAAN
178,INDUSINDBK,INE095A01012,978.0,0.9349,26.9,1.4,28.7,0.9373,1.0,197.13,0,0.0,HAAN
179,BLUESTONE,INE304W01038,813.4,0.9286,47.7,88.1,51.4,0.928,1.0,316.39,0,0.0,HAAN
180,KEI,INE878B01027,5170.0,0.9264,31.1,3.2,33.6,0.9256,1.0,214.02,0,0.0,HAAN
181,PANAMAPET,INE305C01029,489.75,0.9232,46.3,74.1,50.2,0.9223,1.0,48.57,0,0.0,HAAN
182,ASTERDM,INE914M01019,759.9,0.9213,26.5,17.0,28.8,0.9201,1.0,183.35,0,0.0,HAAN
183,THYROCARE,INE594H01019,576.75,0.9094,36.8,44.5,40.4,0.9109,1.0,45.84,0,0.0,HAAN
184,SIEMENS,INE003A01024,4018.9,0.8955,27.0,20.4,30.1,0.897,1.0,145.53,0,0.0,HAAN
185,ADANIPORTS,INE742F01042,1672.7,0.8879,24.8,7.9,27.9,0.8889,1.0,385.71,0,0.0,HAAN
